"id";"submitdate";"lastpage";"startlanguage";"seed";"token";"Q1";"Q2";"Q3";"Q4";"Q5";"Q6";"Q7";"Q8";"Q9";"Q10";"Q11";"Q12"
"146";"1980-01-01 00:00:00";"2";"en";"357212366";"GIDPi5UZLoMPWGq";"Agree Moderately";"Agree Strongly";"Disagree Moderately";"Prefer Not To Answer";"Agree Moderately";"Prefer Not To Answer";"Agree Moderately";"No";"Medium Experience";"Yes";"Male";"Full Professor"
"147";"1980-01-01 00:00:00";"2";"en";"2089498290";"4ajIsAhQwReKfmn";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Disagree Moderately";"Agree Strongly";"Disagree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Associate Professor"
"148";"1980-01-01 00:00:00";"2";"en";"11768972";"rT0WQSIWrPDGzMT";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Slightly";"Yes";"High Experience";"Yes";"Female";"Associate Professor"
"150";"1980-01-01 00:00:00";"2";"en";"1692869301";"iW4dDzE3r7E4JqF";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Slightly";"Agree Strongly";"Agree Moderately";"Yes";"Medium Experience";"Yes";"Male";"PhD. Student"
"151";"1980-01-01 00:00:00";"2";"en";"64245567";"1FNKxXCLa0tXXBB";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"Medium Experience";"Yes";"Male";"Associate Professor"
"152";"1980-01-01 00:00:00";"2";"en";"1417415917";"DTREaifvegwhLOD";"Agree Moderately";"Disagree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"Medium Experience";"Yes";"Male";"Prefer Not To Answer"
"153";"1980-01-01 00:00:00";"2";"en";"721957906";"VPN0ynAwhZ6XFlL";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Male";"PhD. Student"
"154";"1980-01-01 00:00:00";"2";"en";"204612985";"A3PvxFr8M1g8vjU";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Disagree Strongly";"Agree Slightly";"Prefer Not To Answer";"Low Experience";"Yes";"Male";"Lecturer"
"156";"1980-01-01 00:00:00";"2";"en";"2105303823";"h6aYaY7Iv7LBZEA";"Agree Moderately";"Disagree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Moderately";"Agree Slightly";"Yes";"High Experience";"Yes";"Female";"Full Professor"
"158";"1980-01-01 00:00:00";"2";"en";"1117194341";"Pduf8YfgXQmz1gj";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Yes";"Medium Experience";"Yes";"Male";"PhD. Student"
"160";"1980-01-01 00:00:00";"2";"en";"1189530802";"25aSWKyFBeej426";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Yes";"Medium Experience";"Yes";"Male";"Assistant Professor"
"162";"1980-01-01 00:00:00";"2";"en";"1018062937";"2U1pShD3CGVSMvA";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Disagree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"Medium Experience";"Yes";"Male";"Associate Professor"
"163";"1980-01-01 00:00:00";"2";"en";"956446935";"qlubIea9Wbyvzsm";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"164";"1980-01-01 00:00:00";"2";"en";"758890215";"eVsUz3SEKc4Q16i";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Disagree Moderately";"Agree Strongly";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Research Associate"
"165";"1980-01-01 00:00:00";"2";"en";"1933443975";"YqcYPWAegPx61Zx";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Yes";"Medium Experience";"No";"Male";"Associate Professor"
"166";"1980-01-01 00:00:00";"2";"en";"332595732";"PbtDToBcZ5LRBnb";"Agree Strongly";"Disagree Moderately";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Research Associate"
"168";"1980-01-01 00:00:00";"2";"en";"1438351479";"vq6OxG2A0ipDzoL";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Prefer Not To Answer";"Disagree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"169";"1980-01-01 00:00:00";"2";"en";"1885420159";"RjH4A4VIaJE7sOh";"Agree Moderately";"Disagree Moderately";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Agree Moderately";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"171";"1980-01-01 00:00:00";"2";"en";"620918194";"BJjhIJFct0ETJtR";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"173";"1980-01-01 00:00:00";"2";"en";"789934192";"JIXuDK8CtstHCjT";"Agree Slightly";"Prefer Not To Answer";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Slightly";"Prefer Not To Answer";"Yes";"Medium Experience";"No";"Female";"Associate Professor"
"174";"1980-01-01 00:00:00";"2";"en";"1041523108";"SNVvh2KzEkerykQ";"Agree Slightly";"Agree Slightly";"Disagree Strongly";"Agree Slightly";"Disagree Strongly";"Disagree Strongly";"Disagree Moderately";"Yes";"Medium Experience";"Yes";"Female";"Research Associate"
"176";"1980-01-01 00:00:00";"2";"en";"1771296314";"9c1gr4XDLWYjWKa";"Agree Slightly";"Agree Moderately";"Disagree Moderately";"Disagree Moderately";"Disagree Strongly";"Agree Moderately";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Male";"Prefer Not To Answer"
"177";"1980-01-01 00:00:00";"2";"en";"911169762";"P9OfDTrRDMyeIgp";"Agree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Prefer Not To Answer";"High Experience";"Yes";"Male";"Full Professor"
"178";"1980-01-01 00:00:00";"2";"en";"1634143653";"irqyZpv7dtuCisf";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Prefer Not To Answer";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"180";"1980-01-01 00:00:00";"2";"en";"1684553847";"P7jQneSaIjCOXTm";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Female";"PostDoctoral"
"181";"1980-01-01 00:00:00";"2";"en";"241964524";"oWK7o3NLv4rHqmw";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"184";"1980-01-01 00:00:00";"2";"en";"2139548625";"MScqXawQZdsdaTz";"Agree Strongly";"Prefer Not To Answer";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Disagree Moderately";"Disagree Moderately";"Yes";"Medium Experience";"No";"Female";"Assistant Professor"
"186";"1980-01-01 00:00:00";"2";"en";"962173008";"xaqvzy3Z4AaWnNv";"Disagree Moderately";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"Low Experience";"Yes";"Female";"Assistant Professor"
"187";"1980-01-01 00:00:00";"2";"en";"1623256244";"T0Y40tEfJE5VZNm";"Agree Strongly";"Prefer Not To Answer";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"188";"1980-01-01 00:00:00";"2";"en";"373620659";"HxvzeJQc2lTKaGi";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Slightly";"Prefer Not To Answer";"Agree Slightly";"No";"Low Experience";"No";"Male";"PhD. Student"
"189";"1980-01-01 00:00:00";"2";"en";"2108171995";"V87zc0WC8fSzoiY";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Full Professor"
"190";"1980-01-01 00:00:00";"2";"en";"1219384677";"o172MQoGLEsHLNB";"Agree Strongly";"Agree Moderately";"Disagree Moderately";"Disagree Moderately";"Disagree Strongly";"Prefer Not To Answer";"Disagree Strongly";"Yes";"High Experience";"Yes";"Male";"PostDoctoral"
"191";"1980-01-01 00:00:00";"2";"en";"436715974";"dycrxpVvvgD1Sva";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Prefer Not To Answer";"Agree Moderately";"Yes";"Low Experience";"Yes";"Female";"PostDoctoral"
"192";"1980-01-01 00:00:00";"2";"en";"854987989";"zTvhoAKi3gnTHye";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Moderately";"Agree Slightly";"Disagree Moderately";"Yes";"Low Experience";"Yes";"Female";"PostDoctoral"
"193";"1980-01-01 00:00:00";"2";"en";"1899754043";"3Yt5aJa9LaMqg2o";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"194";"1980-01-01 00:00:00";"2";"en";"1011481371";"7x1mON5a32aBO25";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer"
"195";"1980-01-01 00:00:00";"2";"en";"1892738686";"uq0SasqgJwp2lRz";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"No";"High Experience";"Yes";"Female";"Full Professor"
"196";"1980-01-01 00:00:00";"2";"en";"797868971";"lDd45oCZcS7SMg3";"Agree Slightly";"Disagree Slightly";"Agree Slightly";"Disagree Slightly";"Agree Slightly";"Disagree Strongly";"Disagree Slightly";"Yes";"Medium Experience";"Yes";"Not Listed";"Research Associate"
"197";"1980-01-01 00:00:00";"2";"en";"1775021951";"1SGcRXxWNyIXpmN";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Prefer Not To Answer";"Disagree Moderately";"Yes";"High Experience";"Yes";"Male";"PostDoctoral"
"198";"1980-01-01 00:00:00";"2";"en";"1540037575";"a486eTHA8AGPjnY";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"No";"High Experience";"Yes";"Male";"Full Professor"
"199";"1980-01-01 00:00:00";"2";"en";"365298948";"KaTlvodu5jkD3lG";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Disagree Strongly";"Agree Slightly";"Agree Slightly";"Yes";"High Experience";"No";"Male";"Full Professor"
"200";"1980-01-01 00:00:00";"2";"en";"1380600041";"a31zF8OmBN2BifV";"Agree Strongly";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"Disagree Moderately";"Agree Moderately";"Agree Moderately";"Yes";"Medium Experience";"Yes";"Male";"Associate Professor"
"201";"1980-01-01 00:00:00";"2";"en";"37732451";"Af260s6q59qMbad";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Prefer Not To Answer";"Agree Slightly";"Prefer Not To Answer";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Prefer Not To Answer"
"202";"1980-01-01 00:00:00";"2";"en";"405535908";"GuCDvObeasgH6o8";"Agree Strongly";"Disagree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Moderately";"No";"Medium Experience";"Prefer Not To Answer";"Female";"Full Professor"
"203";"1980-01-01 00:00:00";"2";"en";"1560052366";"XAsyWnP7m5Y9p09";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Prefer Not To Answer";"No";"High Experience";"No";"Female";"Full Professor"
"205";"1980-01-01 00:00:00";"2";"en";"195818047";"a7tPrUgriUNXLEb";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"Agree Moderately";"Yes";"High Experience";"Yes";"Female";"Full Professor"
"206";"1980-01-01 00:00:00";"2";"en";"1566295037";"NCZwIZahPuvVNpr";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Agree Moderately";"Yes";"Low Experience";"Yes";"Female";"PostDoctoral"
"208";"1980-01-01 00:00:00";"2";"en";"723270705";"Mbk8P1zQIH5p358";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Disagree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Full Professor"
"211";"1980-01-01 00:00:00";"2";"en";"714846686";"67vRqVzy84tkDk1";"Disagree Strongly";"Agree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Strongly";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"215";"1980-01-01 00:00:00";"2";"en";"22170862";"SFBPDLJVPeSVqZt";"Agree Moderately";"Disagree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Moderately";"Disagree Moderately";"Yes";"High Experience";"Yes";"Prefer Not To Answer";"Full Professor"
"216";"1980-01-01 00:00:00";"2";"en";"284334462";"9iya90EJGR1fsMh";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Agree Moderately";"Yes";"Medium Experience";"Yes";"Male";"Full Professor"
"217";"1980-01-01 00:00:00";"2";"en";"767219246";"9LLmYGR0sKAOli9";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Agree Slightly";"No";"Medium Experience";"Yes";"Female";"Lecturer"
"218";"1980-01-01 00:00:00";"2";"en";"1305522586";"r8bf0RKWVnZFKKf";"Agree Strongly";"Prefer Not To Answer";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Yes";"High Experience";"Yes";"Female";"Full Professor"
"220";"1980-01-01 00:00:00";"2";"en";"1945825651";"RUE5nVckdsNVaWZ";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Female";"Full Professor"
"221";"1980-01-01 00:00:00";"2";"en";"61530766";"eWQXaWcaiV4XEDz";"Agree Strongly";"Agree Strongly";"Disagree Strongly";"Agree Moderately";"Disagree Moderately";"Agree Strongly";"Agree Moderately";"Yes";"Medium Experience";"Yes";"Female";"Full Professor"
"222";"1980-01-01 00:00:00";"2";"en";"1621697027";"v58uTasRtGikSvV";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Agree Moderately";"Prefer Not To Answer";"No";"Prefer Not To Answer";"No";"Not Listed";"PhD. Student"
"224";"1980-01-01 00:00:00";"2";"en";"578164994";"HwanBNB6JaKzhmr";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Agree Moderately";"Prefer Not To Answer";"Medium Experience";"No";"Female";"Full Professor"
"225";"1980-01-01 00:00:00";"2";"en";"1884007905";"aVQ1nmo5h7VUjr9";"Agree Strongly";"Disagree Slightly";"Disagree Strongly";"Agree Strongly";"Disagree Strongly";"Disagree Strongly";"Disagree Slightly";"No";"Low Experience";"No";"Male";"PhD. Student"
"229";"1980-01-01 00:00:00";"2";"en";"610368120";"GECmezCWsnbyzqS";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"230";"1980-01-01 00:00:00";"2";"en";"1378607886";"UogzhOLxH6pckpt";"Agree Slightly";"Disagree Slightly";"Disagree Slightly";"Disagree Slightly";"Disagree Slightly";"Prefer Not To Answer";"Agree Slightly";"No";"Medium Experience";"No";"Male";"Prefer Not To Answer"
"232";"1980-01-01 00:00:00";"2";"en";"335768027";"ByauGtgVYIRiHGY";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Agree Slightly";"Agree Slightly";"Disagree Slightly";"Prefer Not To Answer";"Yes";"High Experience";"Yes";"Prefer Not To Answer";"Prefer Not To Answer"
"233";"1980-01-01 00:00:00";"2";"en";"2083264594";"UH0m96rwfwIsE78";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"234";"1980-01-01 00:00:00";"2";"en";"228392956";"MzN0yH51eJ845tl";"Agree Moderately";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Disagree Slightly";"Yes";"High Experience";"Yes";"Female";"Assistant Professor"
"235";"1980-01-01 00:00:00";"2";"en";"936035260";"q2WhE72I4bhqMrR";"Agree Strongly";"Agree Moderately";"Disagree Slightly";"Disagree Slightly";"Disagree Slightly";"Agree Slightly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"236";"1980-01-01 00:00:00";"2";"en";"1194627711";"h8YKKiAARh6Rmj3";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Prefer Not To Answer";"Agree Moderately";"Prefer Not To Answer";"Medium Experience";"Yes";"Female";"Full Professor"
"237";"1980-01-01 00:00:00";"2";"en";"185171034";"Mg530iXcpIn19b0";"Agree Slightly";"Disagree Slightly";"Disagree Slightly";"Agree Slightly";"Agree Slightly";"Disagree Moderately";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"238";"1980-01-01 00:00:00";"2";"en";"970271222";"hC9bIhfGfXOa5QH";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Disagree Slightly";"Yes";"High Experience";"Yes";"Male";"Lecturer"
"239";"1980-01-01 00:00:00";"2";"en";"777387845";"PqWIqIwWBgo7Da8";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Agree Moderately";"Disagree Strongly";"No";"High Experience";"No";"Not Listed";"Lecturer"
"240";"1980-01-01 00:00:00";"2";"en";"1663526932";"VfqbqBiIXC8oaiw";"Agree Strongly";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Assistant Professor"
"241";"1980-01-01 00:00:00";"2";"en";"1942550098";"UoGXWFIjbayoVOw";"Agree Moderately";"Agree Strongly";"Agree Slightly";"Disagree Slightly";"Disagree Moderately";"Prefer Not To Answer";"Agree Slightly";"Yes";"High Experience";"Yes";"Female";"Lecturer"
"242";"1980-01-01 00:00:00";"2";"en";"1934257144";"UtwGXanQSU214Vd";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Yes";"High Experience";"Yes";"Female";"PostDoctoral"
"243";"1980-01-01 00:00:00";"2";"en";"1017402885";"4ncVaqSXfhZXgFG";"Disagree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Disagree Strongly";"Disagree Moderately";"Disagree Moderately";"Yes";"High Experience";"Yes";"Female";"Associate Professor"
"245";"1980-01-01 00:00:00";"2";"en";"1632021718";"jSbUM1tSaao2DAV";"Disagree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Disagree Slightly";"Agree Slightly";"No";"Low Experience";"No";"Female";"PostDoctoral"
"247";"1980-01-01 00:00:00";"2";"en";"1666494052";"UYIFXojY1NzEi0T";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Prefer Not To Answer";"Agree Moderately";"Prefer Not To Answer";"Low Experience";"Prefer Not To Answer";"Male";"PostDoctoral"
"252";"1980-01-01 00:00:00";"2";"en";"72786075";"ajURQgstfDjHXbz";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Strongly";"Agree Strongly";"Prefer Not To Answer";"Agree Strongly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"253";"1980-01-01 00:00:00";"2";"en";"749582644";"syDTaHTwDDGfEax";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Disagree Strongly";"Prefer Not To Answer";"Yes";"Low Experience";"Yes";"Male";"Prefer Not To Answer"
"256";"1980-01-01 00:00:00";"2";"en";"149045157";"vdIsOwfff7x1jrX";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Yes";"Medium Experience";"Yes";"Female";"Associate Professor"
"260";"1980-01-01 00:00:00";"2";"en";"1595381000";"R526CJnKpCL44nA";"Prefer Not To Answer";"Prefer Not To Answer";"Disagree Strongly";"Prefer Not To Answer";"Disagree Strongly";"Prefer Not To Answer";"Disagree Strongly";"Yes";"High Experience";"Yes";"Male";"Associate Professor"
"262";"1980-01-01 00:00:00";"2";"en";"1319171156";"8kT2de1N51FJw7Z";"Agree Moderately";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Yes";"Low Experience";"Yes";"Female";"PostDoctoral"
"263";"1980-01-01 00:00:00";"2";"en";"299853785";"V5keX2aNtoQHBQK";"Disagree Strongly";"Agree Slightly";"Disagree Moderately";"Agree Moderately";"Agree Moderately";"Prefer Not To Answer";"Agree Moderately";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"266";"1980-01-01 00:00:00";"2";"en";"1443870251";"ts9beW93AXT6fL5";"Agree Slightly";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Prefer Not To Answer";"Yes";"Medium Experience";"No";"Prefer Not To Answer";"PostDoctoral"
"268";"1980-01-01 00:00:00";"2";"en";"1991656785";"FabYyw3tCxQhnJU";"Agree Strongly";"Prefer Not To Answer";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Prefer Not To Answer";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"269";"1980-01-01 00:00:00";"2";"en";"758124142";"YMZr9lm7WX22VzX";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Agree Slightly";"Disagree Strongly";"Agree Moderately";"Agree Strongly";"No";"Medium Experience";"Yes";"Male";"Prefer Not To Answer"
"271";"1980-01-01 00:00:00";"2";"en";"568573503";"FXIshVBrx1MfDdq";"Agree Moderately";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Disagree Moderately";"Yes";"High Experience";"Yes";"Male";"Research Associate"
"274";"1980-01-01 00:00:00";"2";"en";"1304436299";"KvNrT0mlprKfta2";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Slightly";"Prefer Not To Answer";"Disagree Moderately";"Yes";"High Experience";"Yes";"Female";"Research Associate"
"275";"1980-01-01 00:00:00";"2";"en";"54904601";"vN3i4KS0QiQAizW";"Agree Strongly";"Disagree Moderately";"Disagree Moderately";"Agree Moderately";"Agree Slightly";"Disagree Moderately";"Disagree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"279";"1980-01-01 00:00:00";"2";"en";"1176837067";"h5Pb7eCbIG4ajol";"Agree Strongly";"Agree Slightly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Prefer Not To Answer";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"280";"1980-01-01 00:00:00";"2";"en";"477282961";"puNpYWZk021HHZ5";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"282";"1980-01-01 00:00:00";"2";"en";"72759537";"k0KlTf1WIXamB1e";"Agree Moderately";"Prefer Not To Answer";"Disagree Moderately";"Prefer Not To Answer";"Agree Moderately";"Prefer Not To Answer";"Disagree Strongly";"No";"High Experience";"No";"Female";"Full Professor"
"283";"1980-01-01 00:00:00";"2";"en";"1737816690";"tzfvwpFFL9YwD60";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Strongly";"Agree Moderately";"Disagree Moderately";"Yes";"Low Experience";"Yes";"Male";"Assistant Professor"
"286";"1980-01-01 00:00:00";"2";"en";"178143965";"jW63I90LrPzO0zw";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Yes";"Medium Experience";"Yes";"Male";"PostDoctoral"
"288";"1980-01-01 00:00:00";"2";"en";"67263672";"fbh7zixX2p9rXCO";"Agree Strongly";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Prefer Not To Answer";"Agree Moderately";"No";"Low Experience";"No";"Female";"PostDoctoral"
"289";"1980-01-01 00:00:00";"2";"en";"1667204077";"zaydbQvJA643AU4";"Agree Moderately";"Agree Moderately";"Disagree Moderately";"Agree Slightly";"Disagree Moderately";"Disagree Moderately";"Agree Slightly";"Yes";"Medium Experience";"Yes";"Male";"Assistant Professor"
"290";"1980-01-01 00:00:00";"2";"en";"1963124110";"fk4LiUTD92gvjyw";"Agree Strongly";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Disagree Strongly";"Agree Moderately";"Agree Moderately";"No";"High Experience";"Yes";"Male";"Research Associate"
"292";"1980-01-01 00:00:00";"2";"en";"1529569248";"U3FaEoYTUbexRb0";"Agree Strongly";"Agree Strongly";"Agree Moderately";"Agree Slightly";"Agree Strongly";"Agree Moderately";"Agree Strongly";"Yes";"Medium Experience";"Yes";"Female";"Full Professor"
"293";"1980-01-01 00:00:00";"2";"en";"412348934";"ng4vLRjbmjK1MYP";"Agree Moderately";"Agree Moderately";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Disagree Slightly";"Disagree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"297";"1980-01-01 00:00:00";"2";"en";"205481721";"xpebofrZlsthfnx";"Agree Moderately";"Agree Slightly";"Agree Slightly";"Agree Moderately";"Agree Slightly";"Disagree Slightly";"Agree Slightly";"Yes";"High Experience";"Yes";"Male";"Full Professor"
"299";"1980-01-01 00:00:00";"2";"en";"1977542718";"4trPgt7oXVA6baf";"Agree Slightly";"Agree Strongly";"Disagree Slightly";"Disagree Slightly";"Agree Slightly";"Disagree Slightly";"Disagree Moderately";"No";"High Experience";"No";"Female";"Associate Professor"
